timestep,time_elapsed,ego_velocity,target_speed,distance_to_lead,lead_speed
0,0.0,3.965587123025458e-08,20,100.0,8.450765986761892e-08
1,0.1,6.716463810677498e-08,20,100.0,8.683488502107786e-08
2,0.2,3.835042595050398e-08,20,100.0,5.7829112085720605e-08
3,0.30000000000000004,2.292392891954759e-07,20,100.0,2.1136708016921832e-07
4,0.4,1.2661468436427779e-07,20,100.0,3.262654121071128e-08
5,0.5,1.2944453708691833e-07,20,100.0,1.653019442870887e-07
6,0.6000000000000001,1.0487034455590738e-07,20,100.0,1.104899446587664e-07
7,0.7000000000000001,1.0207697565014633e-07,20,100.0,3.1936931811442665e-08
8,0.8,1.1133131162543131e-07,20,100.0,5.6639609608768205e-08
9,0.9,6.300987992728575e-08,20,100.0,4.2193157378837636e-08
10,1.0,4.9443696870952474e-08,20,100.0,4.2704916405515135e-08
11,1.1,1.1474968021627162e-07,20,100.0,3.270544974748672e-08
12,1.2000000000000002,4.901443135683818e-08,20,100.0,5.762045839921e-09
13,1.3,2.4962807351874164e-08,20,100.0,2.3039789802279533e-09
14,1.4000000000000001,8.204963486634583e-08,20,100.0,4.7827561670489045e-08
15,1.5,3.844740889042636e-09,20,100.01300048828651,0.21045186643323088
16,1.6,1.547393669630994e-08,20,100.04479980484476,0.3644749391960566
17,1.7000000000000002,2.3786166316964624e-08,20,100.0883483893074,0.5152020044651904
18,1.8,3.017931567030409e-08,20,100.13952636852153,0.5098405851778038
19,1.9000000000000001,4.252042998730865e-09,20,100.19995117382804,0.6250850116497979
20,2.0,1.3835855082553777e-08,20,100.26885986624217,0.7329817602652797
21,2.1,1.8924641930323316,20,100.26760864568747,0.8338085536689419
22,2.2,4.14375808200974,20,100.03030395511175,0.9443081910351723
23,2.3000000000000003,5.658184049908204,20,99.62350464443875,1.0514353003665888
24,2.4000000000000004,6.390472120442897,20,99.11816408580906,1.1644854113178909
25,2.5,6.5950758618021865,20,98.5960999025325,1.2837411199355324
26,2.6,6.970910444337998,20,98.0539551633986,1.3841753482854333
27,2.7,7.478532229890435,20,97.47567762748467,1.486226561050366
28,2.8000000000000003,8.071601071941636,20,96.8506471868416,1.5799683568866632
29,2.9000000000000004,8.714906733216203,20,96.17147859707414,1.6601448528041836
30,3.0,9.399551401321302,20,95.43316698787748,1.7284238522338216
31,3.1,10.16999931656339,20,94.62753366234786,1.7856121225899289
32,3.2,10.83707241215184,20,93.75518898708157,1.832186696388001
33,3.3000000000000003,11.41095788705188,20,92.82623429414171,1.8685367588902446
34,3.4000000000000004,11.930427495630969,20,91.84625431483532,1.8949959504078167
35,3.5,12.339229556147092,20,90.8219934482582,1.9118800313835054
36,3.6,12.47878858815016,20,89.77261673660101,1.919503573930506
37,3.7,12.472631556903735,20,88.72403359904663,1.9181799592057034
38,3.8000000000000003,12.46270468969669,20,87.6756031747217,1.9082260277633543
39,3.9000000000000004,12.452790247378333,20,86.6263794231734,1.8930761819426936
40,4.0,12.442916825403517,20,85.57514165482766,1.8543713663238948
41,4.1000000000000005,12.866200641815134,20,84.50464747246725,1.7853099173131162
42,4.2,13.678859215087355,20,83.344370863062,1.6896093325081085
43,4.3,14.351891707599922,20,82.0695312507691,0.4854397356365521
44,4.4,14.945169079716518,20,80.60386570966826,0.0001372530295194002
45,4.5,15.49188600641433,20,79.07908798284762,0.0004991432007632809
46,4.6000000000000005,16.01026536261576,20,77.5015152035066,0.0003509501444933609
47,4.7,16.510312176381518,20,75.87310054032761,0.00017843547156667138
48,4.800000000000001,16.997551097999132,20,74.19536991188306,0.0
49,4.9,17.475060593595753,20,72.46942200805665,0.0
50,5.0,17.944576353972703,20,70.69605033821439,0.0
51,5.1000000000000005,18.402369501175343,20,68.87629256815357,0.0
52,5.2,18.79118891074218,20,67.01429915302046,0.0
53,5.300000000000001,19.106682021864437,20,65.11776058299509,0.0
54,5.4,19.36233193632561,20,63.19308560574918,0.0
55,5.5,19.569214666489998,20,61.24564540173435,0.0
56,5.6000000000000005,19.66074641346067,20,59.28190976136326,0.0
57,5.7,19.54850611545546,20,57.32269167667638,0.0
58,5.800000000000001,19.52153032626314,20,55.37049366765584,0.0
59,5.9,19.50218972552219,20,53.419761700859205,0.0
60,6.0,19.482915907164237,20,51.47080106092256,0.0
61,6.1000000000000005,19.69722805146069,20,49.51854604498154,0.0
62,6.2,19.785479326456503,20,47.534859893751474,0.0
63,6.300000000000001,19.37508927816426,20,45.5782750226374,0.0
64,6.4,18.774566720642728,20,43.674670225709065,0.0
65,6.5,18.23343930342351,20,41.830149046320166,0.0
66,6.6000000000000005,18.002651766733713,20,40.023227530460616,0.0
67,6.7,18.11896820723581,20,38.21752948721589,0.0
68,6.800000000000001,18.28352529345562,20,36.39340233044704,0.0
69,6.9,18.167733719864753,20,34.56879064676707,0.0
70,7.0,17.828682588207986,20,32.76957338176924,0.0
71,7.1000000000000005,17.314916023796002,20,31.015129251718086,0.0
72,7.2,16.689426312846553,20,29.318855557327844,0.0
73,7.300000000000001,15.995015419034944,20,27.688931178801862,0.0
74,7.4,15.252940773047596,20,26.13109351005851,0.0
75,7.5,14.474360362049055,20,24.649523590884133,0.0
76,7.6000000000000005,13.666059564648792,20,23.247120612831676,0.0
77,7.7,12.832826766055632,20,21.926905742725914,0.0
78,7.800000000000001,12.00205345634765,20,20.692540832595277,0.06874764979771388
79,7.9,11.223237362872148,20,19.53746470560785,0.063036342965208
80,8.0,10.474096755541062,20,18.45792368532459,0.059048731609166814
81,8.1,9.838852769584621,20,17.447967034143115,0.05636644897785941
82,8.200000000000001,9.263742784782675,20,16.49746349241469,0.05513519461617859
83,8.3,8.714559416734723,20,15.603117317150474,0.05542324515114306
84,8.4,8.195541775037082,20,14.762365132679948,0.05753097383869297
85,8.5,7.9150559233703035,20,13.961658472312942,0.07630826610249229
86,8.6,7.655035944571496,20,13.189097828983886,0.10491011004741933
87,8.700000000000001,7.390760631726264,20,12.445417844361023,0.050673015268270914
88,8.8,7.126175836870574,20,11.73491757429234,0.15833317311369974
89,8.9,6.856650032890283,20,11.056105959720002,0.18860318270316456
90,9.0,5.935259536112327,20,10.443672776531976,0.24081564313018552
91,9.1,4.454217758662185,20,9.943414711741044,0.2622701431645038
92,9.200000000000001,2.555714403024912,20,9.640941173133061,0.37988135937343503
93,9.3,2.2981945407407736,20,9.456449591028518,0.4410057755568228
94,9.4,2.30530393831175,20,9.270220141027199,0.5193272659928934
95,9.5,2.24972688352862,20,9.094084937230136,0.552363624791671
96,9.600000000000001,2.167644120929849,20,8.93531248724584,0.6610860358819995
97,9.700000000000001,2.075566377601401,20,8.79524579944652,0.7608245736068424
98,9.8,1.9814313229832565,20,8.675317696738652,0.8832024265639701
99,9.9,1.888575624222847,20,8.574883917507163,0.9862649631149575
100,10.0,1.7996185474186788,20,8.494555949202455,1.0811864880594382
101,10.100000000000001,1.7164346582884735,20,8.435158999296776,1.223180507233183
102,10.200000000000001,1.6394279568739358,20,8.395224839530721,1.3306626684661569
103,10.3,1.56890028090614,20,8.372223296258394,1.4256047517643142
104,10.4,1.5050300866003843,20,8.365666976864189,1.5219547902003363
